名称,经度,纬度,类别,地址,POI类型,评分,人均消费
金盛源青年旅舍(哈尔滨哈西站店),126.586091,45.704249,住宿,西宁北路79号,住宿服务;旅馆招待所;青年旅舍,3.8,[]
安谷青旅民宿,126.617107,45.758013,住宿,安固街78号,住宿服务;旅馆招待所;青年旅舍,4.4,[]
哈尔滨蜗牛青年旅舍(中央大街店),126.618942,45.766661,住宿,西十五道街58号,住宿服务;住宿服务相关;住宿服务相关,4.5,[]
悠家青年旅舍(哈尔滨西站店),126.597145,45.696087,住宿,哈西大街南郡香醍雅诺二期37栋,住宿服务;住宿服务相关;住宿服务相关,4.8,[]
暮冬青年旅舍(哈尔滨中央大街索菲亚教堂店),126.620229,45.772387,住宿,中央大街85号潮人广场4楼,住宿服务;住宿服务相关;住宿服务相关,4.8,[]
哈尔滨美栈旅舍,126.671073,45.766465,住宿,先锋路中发郦苑6栋A1门市,住宿服务;旅馆招待所;青年旅舍,4.5,[]
哈尔滨贝壳青年旅舍(中央大街店),126.624350,45.772511,住宿,兆麟街90号麦凯乐国际公寓B座15层A1号,住宿服务;住宿服务相关;住宿服务相关,4.1,[]
哈尔滨甜蜜邮局青年旅舍(中央大街店),126.613182,45.775845,住宿,通江街155号(友谊宫地铁站1号口步行220米),住宿服务;旅馆招待所;青年旅舍,4.5,[]
哈尔滨黑大青年旅馆,126.612664,45.708845,住宿,学府路47-1龙博名苑1单元8楼3号,住宿服务;住宿服务相关;住宿服务相关,3.9,[]
冬与雪青年旅舍(哈尔滨中央大街索菲亚教堂店),126.631638,45.772220,住宿,一面街36号院内3单元201,住宿服务;旅馆招待所;青年旅舍,3.9,[]
飞行模室青年旅舍,126.643490,45.820109,住宿,松浦观江国际A区12栋1单元2602室,住宿服务;住宿服务相关;住宿服务相关,4.9,[]
哈尔滨咔叽太空舱青旅民宿,126.630220,45.771651,住宿,买卖街105号,住宿服务;住宿服务相关;住宿服务相关,4.7,[]
行路青旅(中央大街哈站店),126.626662,45.764107,住宿,霁虹街59号2单元201,住宿服务;旅馆招待所;青年旅舍,4.7,[]
哈哈青年旅舍(会展中心店),126.650525,45.737725,住宿,文化街16号文瑞小区6号楼3单元3层2号,住宿服务;住宿服务相关;住宿服务相关,4.4,[]
三只猫青旅(中央大街店),126.623155,45.771900,住宿,尚志大街麦凯乐国际公寓A座A18A01号,住宿服务;住宿服务相关;住宿服务相关,4.6,[]
拾年太空舱青旅(中央大街店),126.642780,45.784980,住宿,中华巴洛克街区地铁站2号口旁,住宿服务;旅馆招待所;旅馆招待所,4.5,[]
哈尔滨雪域旅舍(中央大街店),126.615668,45.752900,住宿,安心街133号,住宿服务;旅馆招待所;青年旅舍,3.6,[]
云杉国际青年宾馆(哈尔滨西站店),126.586594,45.704649,住宿,西宁北路东辉明珠园小区高10-1号,住宿服务;旅馆招待所;青年旅舍,4.0,[]
哈尔滨我们的小窝青年旅舍(麦凯乐店),126.624362,45.772569,住宿,兆麟街麦凯乐国际公寓B座14楼,住宿服务;住宿服务相关;住宿服务相关,4.1,[]
安宿青年旅社(哈西万达广场店),126.595440,45.696394,住宿,哈西大街439号辰能金座1412室,住宿服务;住宿服务相关;住宿服务相关,4.7,[]
洗洗睡吧女生青年旅舍(哈尔滨中央大街店),126.624562,45.772526,住宿,兆麟街90号麦凯乐公寓B座15层A09室,住宿服务;住宿服务相关;住宿服务相关,4.8,[]
8901·青旅(中央大街5店),126.620228,45.775325,住宿,西五道街37号附3号,住宿服务;旅馆招待所;旅馆招待所,4.2,[]
哈尔滨萌二二次元青旅(中央大街索菲亚店),126.632219,45.769984,住宿,买卖街85号2栋6单元5层1号,住宿服务;住宿服务相关;住宿服务相关,[],[]
拾光青旅,126.612540,45.708898,住宿,学府路47-1号龙博名苑1单元8层3号,住宿服务;住宿服务相关;住宿服务相关,[],[]
哈哈青年旅舍(文化宫地铁站店),126.653028,45.746494,住宿,联部街28号4单元102室,住宿服务;住宿服务相关;住宿服务相关,[],[]
撒欢儿青年旅社(哈尔滨中央大街店),126.618746,45.755443,住宿,安祥街副2-2号,住宿服务;住宿服务相关;住宿服务相关,[],[]
芒果青年旅舍(中央大街店),126.624336,45.772380,住宿,兆麟街与东九道街交叉口西南60米,住宿服务;住宿服务相关;住宿服务相关,[],[]
哈尔滨玩儿青年旅社(中央大街索菲亚教堂店),126.630775,45.771525,住宿,买卖街与石头道街交叉口东南80米,住宿服务;住宿服务相关;住宿服务相关,[],[]
哈尔滨安舍国际青年旅舍,126.609271,45.770055,住宿,工部街21号,住宿服务;旅馆招待所;青年旅舍,4.6,[]
茄子青旅(安德街中央大街二店),126.613697,45.762738,住宿,安德街副36号,住宿服务;旅馆招待所;青年旅舍,5.0,[]
哈尔滨看见一个青旅,126.622040,45.767847,住宿,西十五道街34号院内,住宿服务;住宿服务相关;住宿服务相关,3.7,[]
伊六八青年旅舍(中央大街店),126.624350,45.772511,住宿,兆麟街90号麦凯乐B座,住宿服务;住宿服务相关;住宿服务相关,4.8,[]
柒月青旅(哈尔滨中央大街店),126.614479,45.761819,住宿,安静街37号201室,住宿服务;住宿服务相关;住宿服务相关,4.6,[]
猫冬国际青年旅舍(中央大街店),126.614574,45.766690,住宿,安道街67-69号,住宿服务;旅馆招待所;旅馆招待所,4.6,[]
Uwill桃花·观江青年旅舍(中央大街店),126.616875,45.776425,住宿,上游街3号聚豪天下B栋2402室,住宿服务;住宿服务相关;住宿服务相关,4.7,[]
哈尔滨兴顺旅馆(木材东街店),126.726931,45.734554,住宿,木材东街40-11号城东新居小区A区4栋4号商服,住宿服务;旅馆招待所;旅馆招待所,4.3,[]
相遇时光青年旅舍(中央大街店),126.611546,45.772726,住宿,红霞街101号,住宿服务;宾馆酒店;宾馆酒店,3.7,[]
哈尔滨鑫垚青年旅社,126.670918,45.764196,住宿,马端街65号龙福家园,住宿服务;住宿服务相关;住宿服务相关,4.6,[]
亚布力简居青旅之家(亚布力站店),128.617389,44.931226,住宿,亚布力公路客运站东北方800米,住宿服务;住宿服务相关;住宿服务相关,4.1,[]
宝轩快捷旅馆,126.636865,45.581962,住宿,龙滨路68号(秀水名苑二期2号楼),住宿服务;旅馆招待所;旅馆招待所,4.6,[]
哈尔滨小时代青年旅舍,126.621291,45.771634,住宿,西十道街32号盛世嘉园小区一栋3单元5楼1号,住宿服务;旅馆招待所;青年旅舍,4.4,[]
森工部落太空舱民宿,128.506082,44.757115,住宿,青云路二民铁锅炖西南50米,住宿服务;住宿服务相关;住宿服务相关,4.2,[]
云端全女生青旅(省医院地铁站店),126.674678,45.739419,住宿,民航路与衡山路交叉口西180米,住宿服务;旅馆招待所;青年旅舍,[],[]
亮亮青年公寓客栈民宿,126.637696,45.783986,住宿,北头道街与同发头道街交叉口西80米,住宿服务;旅馆招待所;青年旅舍,[],[]
森林部落太空舱,128.505940,44.757954,住宿,青云路086号,住宿服务;住宿服务相关;住宿服务相关,[],[]
国际青年旅舍(中华巴洛克风情街店),126.641325,45.783334,住宿,南三道街69号,住宿服务;住宿服务相关;住宿服务相关,[],[]
锦秀青年旅舍,126.494673,45.798217,住宿,世茂大道与科技北三街交叉口西南160米,住宿服务;旅馆招待所;青年旅舍,[],[]
雨林旅馆,127.162075,45.753412,住宿,宾西镇学府小区学府路193号,住宿服务;旅馆招待所;旅馆招待所,[],[]
哈尔滨YOYO青年旅舍,126.596625,45.706775,住宿,西典家园E2栋4单元202室,住宿服务;住宿服务相关;住宿服务相关,[],[]
长青旅馆(文昌街),128.751369,45.972974,住宿,通河镇公寓东南门东50米,住宿服务;旅馆招待所;旅馆招待所,[],[]
雪谷富强青年旅社,128.068575,44.443025,住宿,雪谷雪缘客栈(雪谷风景区店)西南侧50米,住宿服务;旅馆招待所;青年旅舍,[],[]
胖胖国际青年旅社,126.620879,45.777646,住宿,尚志大街与西头道街交叉口西北40米,住宿服务;旅馆招待所;青年旅舍,[],[]
咔叽萌二动漫青旅(中央大街索菲亚店),126.632217,45.769985,住宿,透笼街与一面街交叉口西南120米,住宿服务;旅馆招待所;青年旅舍,[],[]
青旅民宿,126.611907,45.770673,住宿,东风街与经纬街交叉口东北20米,住宿服务;旅馆招待所;旅馆招待所,[],[]
满天飞雪青年旅社(哈西万达广场店),126.596451,45.704470,住宿,哈西大街与中兴大道交叉口东北240米,住宿服务;住宿服务相关;住宿服务相关,[],[]
永泰青舍民宿小区住宅,126.761086,45.715462,住宿,永昌路与永盛路交叉口南40米,住宿服务;住宿服务相关;住宿服务相关,[],[]
慕容雪青年旅舍(索菲亚教堂店),126.626840,45.767298,住宿,兆麟街与田地街交叉口南40米,住宿服务;住宿服务相关;住宿服务相关,[],[]
满天飞雪青年旅社(中央大街店),126.622625,45.766119,住宿,经纬头道街与经纬街交叉口西南60米,住宿服务;宾馆酒店;宾馆酒店,[],[]
后来青年旅舍,126.591862,45.750134,住宿,河松街与河源街交叉口东200米,住宿服务;住宿服务相关;住宿服务相关,[],[]
哈尔滨美世拓展团建活动基地,126.583961,45.781226,住宿,太阳大道600号,体育休闲服务;休闲场所;休闲场所,4.0,214.00
金港湾度假村,126.500700,45.838339,住宿,万宝大道与龙盛路交叉口西南角,体育休闲服务;度假疗养场所;度假村,4.2,89.00
老富家度假村,126.582683,45.818574,住宿,龙江第一村315栋,体育休闲服务;休闲场所;休闲场所,3.7,65.00
北方贵族度假村,126.531282,45.717186,住宿,泰顺街与三环路交叉口西北260米,体育休闲服务;度假疗养场所;度假村,4.5,[]
波斯特太阳岛度假村,126.595543,45.786970,住宿,太阳岛风景区西林街13号,住宿服务;宾馆酒店;三星级宾馆,3.7,[]
江北人家度假村,126.505600,45.919703,住宿,利业镇玉林村大陶家1号,体育休闲服务;度假疗养场所;度假村,4.4,89.00
菱角泡度假村,126.596832,45.877224,住宿,南京路利民东四大街,体育休闲服务;度假疗养场所;度假村,4.3,69.00
福满源山庄度假村,126.418655,45.702022,住宿,长岭湖农家院附近,体育休闲服务;度假疗养场所;度假疗养场所,4.0,66.00
青禾原度假山庄,126.595838,45.923058,住宿,四平路1号,体育休闲服务;体育休闲服务场所;体育休闲服务场所,4.2,65.00
江岸湿地度假村,126.687155,45.856213,住宿,松浦镇东方红村,体育休闲服务;度假疗养场所;度假村,3.8,318.00
友联度假村,126.554237,45.584293,住宿,长征村102国道(京哈公路段)12公里处,体育休闲服务;度假疗养场所;度假村,4.3,101.00
富东度假村,126.822630,45.727266,住宿,幸福路莫力村,体育休闲服务;度假疗养场所;度假村,4.4,[]
长岭湖望湖楼度假村,126.408477,45.697997,住宿,长岭湖风景区环湖西路与南路交叉口进入环湖南路右侧,体育休闲服务;度假疗养场所;度假村|体育休闲服务;娱乐场所;娱乐场所|餐饮服务;中餐厅;中餐厅|住宿服务;宾馆酒店;宾馆酒店,3.7,111.00
月亮泉度假村,126.683475,45.829575,住宿,滨北路与滨水大道交叉口西北280米,体育休闲服务;度假疗养场所;度假村,4.1,[]
小江南农家院,126.796207,45.896952,住宿,民主镇胜利村滨江湿地风景区往东1公里,体育休闲服务;休闲场所;休闲场所|餐饮服务;餐饮相关场所;餐饮相关,3.7,128.00
盛达山荘,126.802953,45.646969,住宿,新庆林场南侧170米,体育休闲服务;度假疗养场所;度假村,3.9,[]
百宠苑宠物度假村,126.464765,45.976599,住宿,纽纶德门窗有限公司西南侧200米,体育休闲服务;度假疗养场所;度假村,3.5,[]
水云轩度假村,126.817006,45.899530,住宿,巨源镇山东屯,体育休闲服务;体育休闲服务场所;体育休闲服务场所,3.6,[]
满族村寨度假村,126.483375,45.576225,住宿,东升路与东升南三路交叉口东北80米,体育休闲服务;度假疗养场所;度假村,3.4,[]
龙鸿金龙山森林营地,127.257441,45.497737,住宿,金龙山镇于店村砖庙子屯北山,体育休闲服务;度假疗养场所;度假村|体育休闲服务;休闲场所;休闲场所,4.0,234.00
祥云·水木溪谷度假村,126.792127,45.884314,住宿,宠爱一生宠物乐园西侧90米,体育休闲服务;度假疗养场所;度假村,3.4,[]
仙湖度假村,127.145775,45.566377,住宿,哈红公路三姐鱼馆西南方向约100米处,住宿服务;住宿服务相关;住宿服务相关|体育休闲服务;度假疗养场所;度假疗养场所,3.9,[]
玉泉大发休闲度假山庄,127.181233,45.394636,住宿,301国道南侧,体育休闲服务;度假疗养场所;度假村,3.8,109.00
鑫帅旅游度假村,127.369764,45.293262,住宿,平山镇新政村姜家围子,体育休闲服务;度假疗养场所;度假村,3.9,108.00
哈尔滨湖滨山庄(二龙山景区),127.422664,45.720787,住宿,二龙山风景名胜区,住宿服务;住宿服务相关;住宿服务相关|体育休闲服务;度假疗养场所;度假村,3.2,[]
尔滨华舜度假庄园,127.219825,45.616974,住宿,蜚克图镇新富村那家大院屯,住宿服务;住宿服务相关;住宿服务相关,[],[]
燕窝岛度假村,127.051825,45.106754,住宿,背荫河镇燕窝岛渔村,体育休闲服务;度假疗养场所;度假村,3.9,[]
亚布力春雪居山庄,128.492322,44.794467,住宿,[],住宿服务;住宿服务相关;住宿服务相关|体育休闲服务;度假疗养场所;度假村,4.3,[]
亚布力哈雪谷旅游度假村(寒酥庄园),128.515469,44.824792,住宿,亚布力青年雪鼎山庄南侧270米,体育休闲服务;度假疗养场所;度假村,4.5,330.00
通河米乐谷亲子度假山庄,128.653972,46.053967,住宿,935村道,体育休闲服务;度假疗养场所;度假村,3.9,[]
雪谷佳欣度假村,128.073149,44.444866,住宿,山河屯林业局中国雪谷,住宿服务;住宿服务相关;住宿服务相关,3.4,[]
亚布力阳光度假村,128.451460,44.782284,住宿,亚布力镇地中海俱乐部前台,体育休闲服务;度假疗养场所;度假村,4.2,[]
帽儿山青顶度假区,127.450000,45.260003,住宿,哈体院帽儿山滑雪场东北侧140米,风景名胜;风景名胜相关;旅游景点,3.8,[]
中国雪谷钓鱼台度假山庄,128.058827,44.445089,住宿,雪谷路山河屯林业局长青林场西南角,住宿服务;住宿服务相关;住宿服务相关|体育休闲服务;休闲场所;休闲场所,4.8,[]
帽儿山镇青年点冰雪度假村,127.500325,45.304375,住宿,帽儿山镇大同村砖瓦窑屯山后,体育休闲服务;度假疗养场所;度假村,4.2,[]
红星渔府度假村,127.146631,45.566663,住宿,红星顺水鱼馆西侧,体育休闲服务;度假疗养场所;度假村,2.9,[]
亚布力文祥农家院,128.500753,44.793785,住宿,青山村(近亚雪公路),住宿服务;住宿服务相关;住宿服务相关|体育休闲服务;休闲场所;休闲场所,4.4,[]
亚布力瑞龙山庄,128.503806,44.796461,住宿,沁园春别墅附近(亚雪公路北),住宿服务;住宿服务相关;住宿服务相关|体育休闲服务;度假疗养场所;度假村,4.5,[]
文贤庄园旅游度假区,127.128882,45.014698,住宿,五常镇北9公里处,体育休闲服务;度假疗养场所;度假村|风景名胜;风景名胜相关;旅游景点,3.2,[]
英雄山旅游度假山庄,127.611737,44.533206,住宿,蛤拉河子村,风景名胜;风景名胜;风景名胜|体育休闲服务;体育休闲服务场所;体育休闲服务场所,2.8,[]
青云小镇养生度假中心,128.504675,44.759525,住宿,西二街与青云路交叉口西220米,体育休闲服务;度假疗养场所;度假村,3.9,[]
双龙山庄,127.138327,45.124253,住宿,[],风景名胜;风景名胜;风景名胜,3.6,[]
春天春公寓(哈尔滨国际会展中心盟科视界店),126.711735,45.753979,住宿,南直路181号(会展中心东门对面),住宿服务;住宿服务相关;住宿服务相关,4.7,[]
哈尔滨哈西万达锦江时尚公寓,126.591218,45.700946,住宿,中兴大道与和谐大道交叉口哈西万达SOHO公寓B座219室(办理入住),住宿服务;住宿服务相关;住宿服务相关,4.8,[]
哈尔滨顽石主题公寓,126.615707,45.774581,住宿,中医街80号(通江街派出所正对面),住宿服务;住宿服务相关;住宿服务相关,4.4,[]
哈尔滨国际饭店(哈工业大学火车站店),126.642384,45.756648,住宿,西大直街4号(博物馆地铁站5号口步行260米),住宿服务;宾馆酒店;四星级宾馆|餐饮服务;中餐厅;中餐厅,4.5,[]
哈尔滨三驱公寓(哈西万达店),126.592016,45.700875,住宿,中兴大街与和谐大街交口哈西万达广场公寓SOHOA座19层,住宿服务;宾馆酒店;宾馆酒店,4.6,[]
哈尔滨雅栖精选公寓酒店(中央大街店),126.624302,45.765499,住宿,工厂街101号17层,住宿服务;宾馆酒店;宾馆酒店,4.9,[]
拾月公寓(哈尔滨冰雪大世界世茂大道地铁站店),126.551625,45.805475,住宿,世茂大道776号北岸明珠龙湾c栋1101A,住宿服务;住宿服务相关;住宿服务相关,4.8,[]
雅居青年公寓(哈尔滨医大一院店),126.656238,45.764259,住宿,辽阳街14号唯家新青年公寓4层447室,住宿服务;住宿服务相关;住宿服务相关,4.4,[]
哈尔滨海韵酒店(江北大学城店),126.555197,45.876281,住宿,利民大道678号,住宿服务;宾馆酒店;宾馆酒店,4.5,[]
星途管家公寓(哈尔滨中央大街店),126.622840,45.773784,住宿,尚志大街99号公馆1单元7层712室,住宿服务;住宿服务相关;住宿服务相关,4.2,[]
哈尔滨房建公寓段哈西公寓,126.575080,45.706151,住宿,永兴路,商务住宅;商务住宅相关;商务住宅相关,[],[]
